name,vr,teff,logg,feh,teffm,loggm,fehm,ca4227,g4300,hgama,hgamf,fe4383,ca4455,fe4531,fe4668,hbeta,fe5015,mg1,mg2,mgb,fe5270,fe5335,fe5406,fe5709,fe5782,nad,tio1,tio2,sp_type,spec,q_sp_type,q_logg,q_feh,q_vr,logg_m,feh_m
HD172167,-20.65,9451,3.94,-0.5,9645,3.53,-0.75,0.0031,-3.4492,13.6497,9.2886,-2.3191,-0.1632,0.247,-0.4688,9.135,0.3656,0.0051,0.013,0.3762,0.1123,0.0157,-0.0261,-0.0453,-0.0549,0.4481,0.0126,0.0036,A0Va,A,C,1,1,0,3.53,-0.75
HD172472,-18.9,4693,2.47,-0.02,5034,1.94,-0.32,0.1314,6.3732,-6.9016,-1.4085,4.8309,1.4028,3.7085,6.11,2.0557,6.8023,0.0509,0.1222,1.4511,3.0379,2.4468,1.5729,1.1743,0.91,2.2415,0.0179,0.0255,K2,K,E,1,0,0,1.94,-0.32
HD172488,29.15,30031,3.71,0,29131,3.76,-0.11,-0.0235,-0.7641,3.1928,2.8248,0.1793,0.5039,-0.2035,1.8748,2.4948,1.2049,0.0075,0.0048,-0.1497,-0.0319,-0.0381,-0.0743,0.0062,0.2804,0.7066,0.0148,0.0089,B0Iab/b,B,C,1,0,0,3.76,-0.11
HD172488,29.15,30031,3.71,0,29070,3.78,-0.11,0.0008,-0.8077,3.3042,2.8927,0.2515,0.5048,-0.319,1.8637,2.591,1.2064,0.0046,0.0035,-0.156,-0.1147,-0.0659,-0.0419,-0.0069,0.1982,0.6075,0.0129,0.0078,B0Iab/b,B,C,1,0,0,3.78,-0.11
HD172488,29.15,30031,3.71,0,28955,3.73,-0.1,-0.0189,-0.7463,3.0532,2.7532,0.0888,0.6057,-0.1708,1.8316,2.4701,1.1928,0.0028,0.0023,-0.0985,-0.0382,-0.0159,-0.0802,-0.0601,0.3058,0.7509,0.0135,0.0074,B0Iab/b,B,C,1,0,0,3.73,-0.1
HD172522,-11.75,8985,3.76,-1,9208,2.56,-1.34,0.1395,-1.6639,9.6521,7.714,-0.0014,-0.0427,0.6546,-0.5055,7.9525,1.0255,0.0053,0.0284,0.5307,0.3861,0.3239,-0.0429,0.054,0.2147,1.04,0.0128,0.006,A2III,A,C,1,0,0,2.56,-1.34
HD172588,-59.46,6800,3.52,0,6895,3.43,0.21,0.27,-0.2007,7.5222,5.928,-0.4412,0.3623,1.8703,0.3551,6.1984,2.8442,0.01,0.0371,0.2462,1.161,0.9211,0.4411,0.2185,0.0589,0.9425,0.0096,0.0014,F0II-III,F,D,1,0,0,3.43,0.21
HD172588,-59.46,6800,3.52,0,6900,3.44,0.21,0.2667,-0.2019,7.3658,5.8404,-0.3364,0.3988,1.9221,0.383,6.09,2.837,0.0032,0.0336,0.282,1.2358,0.9416,0.4201,0.1532,0.0551,0.9094,0.0084,0.0005,F0II-III,F,D,1,0,0,3.44,0.21
HD172675,-4.26,6150,4.1,-0.1,6106,4.04,-0.22,0.4964,2.5705,1.4564,2.521,1.189,0.4071,1.9764,1.3063,3.6831,2.6898,0.0049,0.0604,1.3748,1.2815,1.0543,0.4476,0.3085,0.1629,0.673,0.0077,0.0047,F7V,F,C,1,0,0,4.04,-0.22
HD172748,-44.38,6600,4.03,0.03,6767,3.56,0.3,0.3544,0.881,5.283,4.8829,0.4642,0.5527,2.4745,0.9043,5.4352,3.929,0.0128,0.0449,0.2278,1.4547,1.2387,0.4602,0.2532,0.1329,1.244,0.0186,0.0013,F2II-III,F,C,1,0,0,3.56,0.3
HD172786,-60.11,4680,2.73,0.03,4639,2.52,-0.1,0.9307,6.4487,-8.5455,-2.8549,6.1368,1.5545,3.6828,7.1089,1.3287,5.8026,0.0907,0.2028,3.1427,3.4031,2.7058,1.7201,1.3241,0.9515,2.1916,0.0164,0.0214,K0III,K,C,1,0,0,2.52,-0.1
HD173005,-14.12,4390,2.05,-0.29,4251,1.95,-0.28,1.8077,5.8887,-9.0385,-2.8133,6.6586,1.873,4.0908,5.6524,0.7758,5.6282,0.1501,0.2718,3.5775,3.5894,3.1616,2.2792,1.3991,1.2054,2.8613,0.0174,0.0487,K2III,K,C,1,0,0,1.95,-0.28
HD173034,-14.26,4693,1.45,0,4944,1.57,-0.09,0.2559,6.5781,-7.2464,-1.5384,4.872,1.5325,3.8134,6.5457,1.937,7.3358,0.0563,0.1295,1.4769,3.1642,2.5534,1.6924,1.3724,0.9572,2.0608,0.0177,0.0243,G8III,G,C,1,0,0,1.57,-0.09
HD173216,20.85,6150,4.03,0,6259,3.83,0.02,0.4289,2.7016,1.2841,2.6421,1.5427,0.5559,2.4785,1.6725,3.7595,3.9637,0.0069,0.0546,0.9057,1.4928,1.2758,0.5311,0.4116,0.2233,0.87,0.0072,0.0042,F8,F,E,1,0,0,3.83,0.02
HD173329,12.02,3202,0.5,0,3365,0.86,0.04,3.3907,4.2652,-6.8868,-1.8813,5.4542,2.8288,5.53,15.8384,2.6389,12.0456,0.1193,0.4888,8.6233,3.2314,2.9614,2.4461,-0.4537,0.7313,3.9275,0.3641,0.6915,M3III,M,C,1,0,0,0.86,0.04
HD173369,-23.34,8212,3.52,0,8047,3.38,0.55,0.2077,-1.768,11.6035,8.0175,-1.7914,0.2049,1.5692,-0.1954,7.9355,2.0804,-0.0066,0.0266,0.2428,0.9296,0.6674,0.3326,0.0117,0.1087,0.8598,0.0113,0.0014,A2,A,E,1,0,0,3.38,0.55
HD173611,3.73,8320,3.9,0.1,8478,3.81,0.14,0.1378,-2.8519,13.1321,8.7699,-2.4111,0.0008,1.0431,-0.4584,8.4621,1.0886,-0.0023,0.022,0.4122,0.5358,0.3296,0.1729,0.051,0.0975,0.8096,0.0122,0.0043,A0III/IV,A,D,1,0,0,3.81,0.14
HD173634,-46.55,6300,4.24,-0.07,6656,4.21,-0.07,0.421,1.7893,2.916,3.4091,0.9607,0.4551,2.0206,1.0958,4.134,3.1885,0.0057,0.0496,0.8864,1.2109,1.0474,0.4418,0.3392,0.1775,1.0939,0.0153,0.0016,F5,F,E,1,0,0,4.21,-0.07
HD173667,22.81,6329,4.03,-0.08,6282,3.96,-0.12,0.4227,2.1286,2.4203,3.087,1.0125,0.4095,2.029,1.0218,3.9421,2.9783,0.005,0.0517,0.9994,1.1907,1.0657,0.465,0.3457,0.1103,0.6699,0.0012,0.0002,F5.5IV-V,F,C,1,4,0,3.96,-0.12
HD173673,-18.55,11552,3.87,0,12309,4,0.59,0.0058,-1.7426,7.9284,6.2632,-0.6075,-0.012,0.1632,-0.6386,6.2269,0.2702,0.0261,0.0391,0.0607,-0.1644,0.0126,0.0012,-0.0417,0.1926,0.8538,0.0216,0.0039,B8/9II/III,B,E,1,0,0,4,0.59
HD173701,-45.65,5423,4.4,0.18,5270,4.3,0.32,0.9433,5.7383,-7.1272,-2.1662,6.1065,1.2916,3.2482,7.6476,2.0304,5.5363,0.0765,0.2486,4.983,3.4489,2.7448,1.7303,1.1812,0.6401,3.7589,0.0126,0.008,G8V,G,C,1,2,0,4.3,0.32
HD173799,-9.57,3211,0.5,0,3320,0.85,0.05,3.9177,4.09,-7.057,-1.8719,5.5088,2.9375,5.5858,15.0793,2.5184,12.1133,0.0958,0.4578,8.2957,3.2512,3.0754,2.5484,-0.2722,0.814,4.4288,0.3492,0.6634,M3,M,D,1,0,0,0.85,0.05
HD173819,43.25,4421,0,-0.88,4359,-0.03,-0.87,0.0817,8.2233,-9.1932,-1.5154,4.3484,1.4548,5.8197,4.5907,1.23,9.1934,0.0683,0.1701,0.7881,3.9184,3.2953,2.2002,1.3537,0.6722,2.2226,0.0352,0.0496,K4/5pec,K,E,1,1,0,-0.03,-0.87
HD174069,21.83,24988,3.69,0,19231,3.49,-0.06,-0.0301,-1.0545,4.7144,4.0535,0.3206,0.6476,-0.04,0.0608,3.976,1.2842,0.0075,0.0036,-0.0724,-0.0243,0.0148,-0.0582,-0.028,0.1781,0.7641,0.0109,0.0079,B1.5V,B,C,1,0,0,3.49,-0.06
HD174350,-39.12,4537,2.56,-0.02,4784,2.48,0,0.4482,6.1781,-7.8067,-2.2694,5.3599,1.4392,3.586,5.9998,1.532,6.1429,0.0471,0.148,2.528,3.2365,2.5697,1.7775,1.2428,0.8509,2.9904,0.0223,0.0217,K2III,K,D,1,0,0,2.48,0
HD174512,70.3,11406,2.72,0,6522,3.14,-0.22,0.1612,-0.2732,3.9759,4.2111,1.2791,0.2839,1.2824,0.1829,4.0736,2.4766,0.0186,0.0323,-0.1202,0.7736,0.6638,0.4033,0.1424,0.3126,1.5205,0.0174,0.0087,A0II/III,A,D,1,0,0,3.14,-0.22
HD174515,1.62,4385,2.53,-0.1,4401,2.69,0.19,1.705,5.9685,-9.9556,-3.07,7.8556,1.9475,3.9485,8.295,1.2414,6.6217,0.1357,0.2794,3.8334,3.942,3.4976,2.5749,1.5732,1.2173,4.1044,0.0199,0.0434,K2III,K,C,1,0,0,2.69,0.19
HD174701,0.09,10808,3.93,0,13123,3.83,-0.11,0.0447,-1.9871,8.2912,6.4451,-0.2266,0.2773,-0.0565,-0.3759,6.4153,0.4166,0.017,0.0211,0.0273,-0.0473,0.0112,0.0203,-0.0788,0.1018,0.6932,0.0147,0.0059,B7/8IV,B,D,1,0,0,3.83,-0.11
HD174704,-35.44,6702,3.5,0.39,6501,3.04,0.65,0.5537,0.6703,5.653,5.2913,0.278,0.9231,3.1216,1.7002,5.9481,5.2155,0.0189,0.056,0.0476,1.9844,1.4648,0.8664,0.6753,0.2516,1.6498,0.0157,0.0052,Fm_dD,F,D,1,1,0,3.04,0.65
HD174719,-17.4,5518,4.3,-0.2,5642,4.48,-0.23,0.9621,5.0048,-4.1303,-0.7331,3.2373,0.6487,2.4092,2.5049,2.1202,3.3835,0.0255,0.1376,3.2682,2.0292,1.674,0.9887,0.5972,0.315,1.6859,0.0139,0.0028,G5/6V,G,D,1,0,0,4.48,-0.23
HD174866,-47.96,7200,3.93,-0.1,7835,3.94,-0.53,0.2417,-1.4886,10.7174,7.507,-1.4878,0.0307,1.147,-0.0423,7.3599,1.6889,0.0001,0.0342,0.5731,0.7099,0.6205,0.2015,0.0438,0.0374,0.83,0.0139,0.002,A4V,A,C,1,0,0,3.94,-0.53
HD174866,-47.96,7200,3.91,-0.5,7846,3.94,-0.51,0.22,-1.5264,10.7501,7.5131,-1.4664,0.0164,1.114,-0.0409,7.3015,1.7427,0.0018,0.0345,0.6069,0.7822,0.6107,0.1353,0.0675,0.0799,0.9225,0.0153,0.002,A4V,A,C,1,0,0,3.94,-0.51
HD174866,-47.96,7200,3.91,-0.5,7851,3.94,-0.51,0.2106,-1.5922,10.7111,7.4972,-1.4898,0.0553,1.1742,-0.1291,7.293,1.7184,-0.005,0.0295,0.5847,0.7483,0.6582,0.1324,-0.0039,0.0849,0.8917,0.0136,0.0021,A4V,A,C,1,0,0,3.94,-0.51
HD174866,-47.96,7200,3.88,-0.61,7870,3.93,-0.51,0.2564,-1.5364,10.7347,7.508,-1.4368,0.0364,1.172,-0.0934,7.2859,1.7312,0.0001,0.0337,0.5689,0.7625,0.6204,0.1526,0.0969,0.0442,0.8395,0.0161,0.0014,A4V,A,C,1,0,0,3.93,-0.51
HD174884,-8.26,11180,3.93,0,13576,3.78,-0.08,0.0217,-1.9622,8.1626,6.3091,-0.4326,0.2111,0.0653,-0.1977,6.2671,0.2544,0.0085,0.0079,0.0198,-0.0027,0.0444,-0.0347,-0.0316,0.1542,0.9441,0.0149,0.0044,B8V,B,C,1,0,0,3.78,-0.08
HD174913,-55.27,4325,1.57,-0.15,4137,1.8,-0.03,2.7084,5.8481,-10.116,-2.9445,7.9245,2.2034,4.574,7.1203,0.6887,6.5712,0.1992,0.3384,3.8834,3.9707,3.7782,2.7396,1.5073,1.4597,3.6529,0.0377,0.0973,K2,K,E,1,0,0,1.8,-0.03
HD175015,999.99,9790,3.93,-0.1,10520,3.95,-0.4,0.1508,-2.7852,11.6619,8.2383,-1.3059,-0.1155,0.3354,-0.5246,8.179,0.5788,0.0052,0.0218,0.4009,0.154,0.2091,0.0388,-0.0484,0.0333,0.6053,0.0118,0.0026,A0,A,E,1,0,-1,3.95,-0.4
HD175058,-7.07,7026,3.68,-1.94,7392,3.53,-2.32,0.1679,-1.5843,9.7441,7.4797,-0.2958,0.0536,0.8946,-0.4425,7.4834,1.2872,0.0008,0.034,0.5921,0.4975,0.4361,0.0035,0.024,0.1689,1.3798,0.014,0.0043,A5IV,A,C,1,0,0,3.53,-2.32
HD175100,-0.17,3183,0.5,0,3367,0.85,0.03,3.3756,4.3987,-6.454,-1.2553,5.2916,3.0284,5.61,14.9632,2.8023,13.1412,0.076,0.447,8.3502,3.2616,3.1376,2.4904,-0.2361,0.8015,4.0021,0.3489,0.6473,M3,M,D,1,0,0,0.85,0.03
HD175181,-15.52,5082,2.69,-0.06,5070,2.77,-0.08,0.4301,6.2892,-6.8999,-1.7157,4.7344,1.2375,3.1849,5.2283,1.8801,5.231,0.0374,0.1144,1.9003,2.5355,2.0345,1.3877,0.9506,0.6134,1.6072,0.0088,0.0163,G6/8II/III,G,E,1,0,0,2.77,-0.08
HD175225,-0.78,5230,3.55,-0.01,5207,3.69,0.16,0.6441,5.9027,-6.447,-1.9107,5.1895,1.1181,3.0987,7.1403,1.984,5.2364,0.0654,0.1787,3.3907,2.958,2.4052,1.4503,0.9703,0.5899,1.8999,0.0084,0.0087,G9IVa,G,C,1,1,0,3.69,0.16
HD175225,-0.21,5230,3.55,-0.01,5213,3.69,0.15,0.6832,5.9341,-6.2828,-1.8272,5.0766,1.2228,3.0735,7.1508,2.053,5.0018,0.0691,0.1814,3.3708,2.8563,2.3762,1.4821,1.0532,0.6022,1.9737,0.0072,0.0082,G9IVa,G,C,1,1,0,3.69,0.15
HD175272,18.64,6500,4.1,0,6566,4.03,0.02,0.4147,1.2076,4.4077,4.1611,0.3558,0.3889,1.9829,0.9897,4.7177,3.0529,0.0048,0.0469,0.8475,1.2679,0.9283,0.3713,0.2667,0.1976,0.8285,0.0038,-0.0011,A0V,A,C,1,0,0,4.03,0.02
HD175337,-5.11,6967,4.29,-0.04,7002,4.07,0.11,0.2682,0.1176,6.691,5.4214,-0.1797,0.3053,2.0497,0.554,5.6995,3.0161,-0.0029,0.0382,0.7096,1.2564,0.8512,0.3791,0.1844,0.0764,0.7917,0.0136,0.0045,F2V,F,C,1,0,0,4.07,0.11
HD175337,-5.11,6967,4.36,-0.07,7012,4.07,0.11,0.2657,0.0888,6.6552,5.4033,-0.1229,0.2433,1.986,0.6073,5.6776,3.1627,-0.0027,0.0383,0.737,1.2705,0.8888,0.3676,0.1979,0.0843,0.8285,0.0148,0.0051,F2V,F,C,1,0,0,4.07,0.11
HD175337,-5.11,6967,4.36,-0.07,7012,4.06,0.11,0.2588,0.0872,6.6323,5.376,-0.135,0.2516,1.9339,0.5363,5.6609,2.9898,-0.0024,0.0389,0.7422,1.2543,0.8763,0.3764,0.1754,0.0891,0.817,0.0149,0.0051,F2V,F,C,1,0,0,4.06,0.11
HD175376,47.71,4577,1.16,-0.2,4290,2.6,0.4,2.3161,5.9605,-11.121,-3.5698,8.7543,2.2249,4.6545,11.4494,1.1204,7.8861,0.2049,0.364,4.6766,4.4399,4.1628,3.0571,1.5296,1.5234,6.3404,0.0336,0.0589,K3IVCNII,K,C,1,0,0,2.6,0.4
HD175543,-21.94,7500,3.6,0,8288,3.74,0.01,0.2124,-2.403,12.8355,8.5841,-2.3112,0.0181,1.1584,-0.3876,8.3022,1.3994,-0.0039,0.0246,0.4383,0.6482,0.657,0.2429,0.0825,0.007,0.64,0.007,0.0013,A3IV,A,C,1,0,0,3.74,0.01
HD175588,-24.64,3440,0.5,0,3377,0.67,-0.21,3.1991,4.2854,-5.8819,-1.2453,4.2013,2.8807,5.092,14.3424,2.8738,13.5126,0.0271,0.3815,7.9555,2.9943,2.7342,2.2292,-0.5059,0.4641,3.982,0.2888,0.5407,M4II,M,B,1,0,0,0.67,-0.21
HD175638,-48.87,7500,3.91,-0.5,8147,3.91,-0.46,0.1984,-2.0171,11.8753,8.0191,-1.9329,-0.0002,1.0003,-0.2903,7.7755,1.3915,-0.0042,0.0265,0.6045,0.6492,0.5404,0.0975,0.0039,0.0251,0.7817,0.0128,-0.001,A5V,A,C,1,0,0,3.91,-0.46
HD175639,-54.58,7400,3.93,-0.46,7802,3.93,-0.59,0.2256,-1.3735,10.2696,7.1903,-1.3702,0.0496,1.1512,-0.2299,7.0791,1.6809,-0.0034,0.0293,0.5736,0.7425,0.6474,0.12,0.015,0.0418,0.8159,0.013,-0.0011,A5Vn,A,C,1,0,0,3.93,-0.59
HD175726,7.63,6000,4.23,-0.03,5950,4.24,-0.21,0.711,3.6033,-1.0334,1.1613,2.184,0.5034,2.1955,1.6116,2.873,3.2028,0.0107,0.0872,2.0974,1.5497,1.3513,0.6788,0.4292,0.2041,1.2111,0.0144,0.0013,G0V,G,C,1,0,0,4.24,-0.21
HD175786,-43.05,4050,1.2,-0.2,3594,1.55,0.06,3.8015,4.8646,-8.8228,-2.4294,7.6897,2.5836,5.4418,10.6059,1.2608,7.9779,0.221,0.4615,5.6316,3.6708,4.0853,2.8464,0.5641,1.3528,5.6106,0.238,0.4808,M1/2III,M,D,1,0,0,1.55,0.06
HD175806,-12.32,6000,4.15,0,6026,3.78,-0.06,0.5008,3.1518,0.68,2.2269,1.5639,0.5093,2.3277,1.5481,3.5165,3.4748,0.0121,0.0636,1.1966,1.5066,1.3331,0.6018,0.4415,0.2147,0.8937,0.0082,0.0044,F5V,F,C,1,0,0,3.78,-0.06
HD169985,2.61,5780,3.24,0.27,6204,3.95,0.34,0.1426,-0.2909,6.3942,5.2251,1.1703,0.5293,1.6674,3.1598,5.147,3.7359,0.0324,0.0889,1.4481,1.9717,1.7191,1.0609,0.8255,0.6474,1.7916,0.0148,0.0171,A0IV,A,C,1,1,0,3.95,0.34
HD175900,47.27,5814,4.03,-0.23,6266,4.15,-0.22,0.5239,3.9953,-1.4545,1.0083,2.3704,0.5025,2.1545,2.2928,3.1393,3.4496,0.0104,0.0893,2.1996,1.7406,1.3492,0.7055,0.4381,0.2494,1.5131,0.0027,0.0008,G5,G,E,1,0,0,4.15,-0.22
HD176112,-47.87,7000,3.73,-1.74,7505,3.59,-2.27,0.2814,-0.9973,9.9413,7.0985,-1.1089,0.1565,1.2905,0.2108,7.0826,2.1199,-0.0017,0.0316,0.5314,0.8453,0.6426,0.246,0.0454,0.0112,0.6958,0.0095,-0.0002,F0,F,E,1,0,0,3.59,-2.27
HD176112,-47.87,7000,3.62,-2.24,7556,3.6,-2.26,0.256,-1.0565,9.8898,7.0533,-1.1249,0.1042,1.2879,0.0324,7.0074,2.0725,-0.0004,0.0332,0.5604,0.8434,0.671,0.1603,0.0921,0.0753,0.8608,0.0088,0.0017,F0,F,E,1,0,0,3.6,-2.26
HD176118,-31.21,6500,4.12,0,6327,3.8,0.07,0.4027,1.5488,3.8009,3.923,0.7697,0.4773,2.0854,1.1976,4.5825,3.4039,0.0058,0.0526,0.9954,1.2911,1.1362,0.4365,0.3459,0.1814,1.3527,0.017,0.0034,F5V,F,C,1,0,0,3.8,0.07
HD176488,-32.98,4394,2.53,-0.1,4347,2.22,-0.19,1.3898,5.9525,-8.928,-2.9405,6.7366,1.7896,3.9367,5.9904,0.8952,5.7584,0.1422,0.2616,3.4726,3.5581,3.0178,2.2657,1.4245,1.0368,3.2517,0.0238,0.0397,K1III,K,C,1,0,0,2.22,-0.19
HD176630,-9.59,16532,3.26,0,18974,3.17,-0.03,0.0117,-1.1667,4.5264,3.8681,0.3549,0.5389,0.0462,-0.1505,3.4932,0.7268,0.0087,0.0058,-0.0462,0.0133,0.0513,-0.0603,0.0392,0.2595,0.9346,0.0124,0.0069,B5II,B,C,1,0,0,3.17,-0.03
HD176698,-13.61,4711,2.71,0,4940,2.83,0.05,0.4255,6.1354,-7.3003,-2.0359,5.3089,1.307,3.3983,6.2063,1.6515,5.732,0.0476,0.1425,2.4239,3.0003,2.444,1.6511,1.1108,0.7752,2.1074,0.0125,0.0166,K0III,K,C,1,0,0,2.83,0.05
HD176737,-41.53,4123,1.68,-0.1,4027,1.69,-0.12,3.0774,5.5761,-9.5987,-2.5935,7.6719,2.3242,4.8535,6.5553,0.4883,6.4062,0.2062,0.3556,3.9077,3.8951,3.7766,2.7855,1.3817,1.4783,4.5806,0.076,0.1624,K3/5V,K,D,1,0,0,1.69,-0.12
HD176841,-18.33,5841,4.3,0.23,5759,4.16,0.24,0.6992,4.8972,-3.1264,0.1163,3.6338,0.9021,2.6699,4.7185,2.9338,4.4971,0.0293,0.1303,2.8436,2.3368,1.9038,0.9736,0.6334,0.4135,1.5826,0.0047,0.0027,G5,G,E,1,2,0,4.16,0.24
HD176841,-18.3,5841,4.3,0.23,5784,4.2,0.25,0.5978,4.8847,-3.2443,-0.0163,3.6279,0.848,2.8075,4.7726,2.9638,4.6009,0.0269,0.1267,2.8469,2.4457,1.8377,0.9987,0.6134,0.4117,1.8498,0.0152,0.0037,G5,G,E,1,2,0,4.2,0.25
HD176851,-47.66,6500,3.95,-0.69,7158,4.15,-0.24,0.3768,1.174,4.6398,4.6713,1.003,0.5352,2.5717,0.8074,5.1735,4.1514,0.0063,0.0478,0.4003,1.5493,1.3634,0.439,0.2785,0.1653,1.2089,0.016,0.0047,F4IVn,F,C,1,0,0,4.15,-0.24
HD177028,-13.83,4652,2.73,0.05,4831,2.86,0.13,0.4859,6.1411,-7.915,-2.2834,5.8758,1.4776,3.5189,7.1517,1.7102,6.267,0.0645,0.1771,2.9771,3.2988,2.7091,1.8288,1.0814,0.9257,2.3664,0.0117,0.0227,G8/K0II/III,G,E,1,0,0,2.86,0.13
HD177089,-17.63,4396,1.96,-0.1,4711,1.59,0.06,0.3784,6.6352,-8.5334,-2.0136,6.0229,1.7966,4.1716,7.6149,1.6693,7.8196,0.0692,0.1596,1.926,3.7168,2.9658,2.1981,1.4607,1.269,2.6906,0.0189,0.0393,K2IIICNIb,K,C,1,0,0,1.59,0.06
HD177257,-17.06,4398,2.2,-0.1,4691,2.05,0.04,0.6078,6.5034,-8.4104,-2.4219,6.2766,1.7032,3.8263,7.7753,1.4372,6.8664,0.0804,0.17,2.3284,3.5108,2.7423,2.0616,1.2642,1.108,2.2445,0.0143,0.0302,K1II/III,K,D,1,0,0,2.05,0.04
HD177282,2.11,4075,1.47,-0.2,4212,2.2,0.14,2.3785,6.028,-10.5141,-3.3186,8.1901,2.1714,4.536,8.4063,0.7859,6.913,0.1852,0.3285,4.0195,4.1426,3.8781,2.8207,1.6003,1.4735,4.1892,0.0258,0.0689,K5,K,E,1,0,0,2.2,0.14
HD177495,-17.08,4395,1.54,-0.2,4375,1.63,0.04,1.4714,6.417,-10.1718,-2.8423,7.5628,2.1116,4.4995,7.879,1.0795,7.3615,0.117,0.2379,2.8944,4.1223,3.4516,2.6145,1.4355,1.4347,3.8469,0.0153,0.0574,K1III,K,C,1,0,0,1.63,0.04
HD177702,-49.41,7100,3.93,-0.1,7599,3.99,-0.6,0.2487,-1.2642,9.6907,7.1037,-0.8318,0.1731,1.4161,-0.05,7.0838,2.2867,-0.0048,0.0293,0.5099,0.8958,0.8362,0.1321,0.0297,0.0987,0.9427,0.0086,0.0034,A6V,A,C,1,0,0,3.99,-0.6
HD177749,-18.38,6400,4.15,-0.03,6157,3.76,-0.04,0.4749,2.0797,2.4902,3.1295,1.0381,0.4805,2.1764,1.3491,4.0454,3.4169,0.0039,0.0531,1.101,1.3698,1.1259,0.4354,0.3217,0.1366,0.763,0.0076,0.0035,F5,F,E,1,0,0,3.76,-0.04
HD177756,-7.86,9685,4.1,0,11366,3.99,-0.15,0.0356,-2.6404,10.2073,7.5424,-1.0678,-0.0553,0.1228,-0.4643,7.5589,0.2018,0.021,0.024,0.0728,0.0007,0.0882,0.0245,-0.0828,0.025,0.5315,0.0201,0.0028,B8.5V,B,B,1,0,0,3.99,-0.15
HD177942,-25.44,4051,1.68,-0.1,3976,1.75,-0.02,3.399,5.0802,-9.7822,-2.8248,8.6097,2.5829,4.9882,7.8216,0.5372,6.7339,0.2285,0.3908,4.291,4.1516,4.1639,2.9694,1.2194,1.5481,4.8978,0.0692,0.1803,K4/5III,K,D,1,0,0,1.75,-0.02
HD178165,3.7,4563,2.53,-0.1,4433,2.85,0,1.551,5.5681,-8.413,-2.4433,7.0744,1.7634,3.8183,7.9003,1.4341,6.5428,0.1197,0.2694,4.078,3.8269,3.3845,2.3704,1.4121,1.0947,4.1333,0.0112,0.0347,K3III,K,D,1,0,0,2.85,0
HD178265,-8.89,7200,3.9,0.21,7636,4.15,0.4,0.312,-0.9324,9.7271,7.0603,-1.0395,0.2913,2.081,0.5325,7.0845,3.199,-0.0066,0.0318,0.4166,1.274,1.0824,0.3573,0.2227,0.1143,0.8327,0.0085,0.0026,F0,F,E,1,0,0,4.15,0.4
HD178287,0.58,5600,1.4,0,5879,1.12,0,0.6599,4.6404,-2.4668,1.4208,3.2214,1.1227,3.8944,3.0949,3.2458,7.0356,0.0181,0.0702,0.3111,2.4611,2.0386,1.0244,0.8028,0.5513,1.5671,0.0201,0.0149,F8/G0Iab/b,F,D,1,0,0,1.12,0
HD178359,-2.6,5674,1.44,0.1,5446,0.98,0.07,0.2965,6.3724,-5.6212,-0.224,3.5298,1.4721,4.3007,5.448,2.8576,8.4715,0.0484,0.1007,0.4715,3.1024,2.2996,1.3306,1.2457,0.7856,1.6303,0.0229,0.0241,G0/2Ib,G,D,1,0,0,0.98,0.07
HD178574,-12.11,6400,4.35,0,6740,4.24,-0.06,0.4433,1.6111,3.2256,3.5682,0.871,0.3857,2.0982,0.8284,4.2831,3.166,0.0055,0.0467,0.8273,1.2788,1.0871,0.4057,0.2629,0.2163,1.0017,0.0137,0.0038,F3V,F,C,1,0,0,4.24,-0.06
HD178596,-51.75,6718,4.13,0.03,7123,4.29,-0.21,0.3353,0.4911,5.8489,4.9502,0.1663,0.2898,1.7869,0.4456,5.3065,2.7589,0.0049,0.0457,0.7419,1.0793,0.9889,0.3146,0.1624,0.1006,1.031,0.0147,0,F0III-IV,F,D,1,1,0,4.29,-0.21
HD179079,19.52,5500,4.09,0.2,5565,3.88,0.2,0.674,5.3544,-4.326,-0.5676,3.9245,1.0087,2.7415,5.9676,2.6031,4.6643,0.0402,0.1356,2.8164,2.4143,1.9789,1.0979,0.7693,0.5389,1.6517,0.0126,0.0047,G5IV,G,C,1,0,0,3.88,0.2
HD179104,-12.33,4668,1.07,-0.1,4301,1.44,0.09,1.9445,6.3523,-10.3609,-2.7948,7.956,2.2036,4.7549,8.6283,0.9757,7.9435,0.1441,0.2704,3.0848,4.3321,3.8266,2.8415,1.714,1.4901,3.7601,0.0172,0.0662,K3III,K,C,1,0,0,1.44,0.09
HD179124,999.99,9739,3.93,0,14671,3.62,-0.05,0.0484,-1.5622,6.7801,5.4878,-0.3751,0.0815,0.0789,-0.1027,5.5873,0.2978,0.0166,0.0177,0.153,0.0334,0.0476,-0.0446,-0.107,0.1048,0.8387,0.0159,0.0028,B9V,B,D,1,0,-1,3.62,-0.05
HD179406,-24.33,18299,3.45,0,17229,3.37,-0.06,0.0239,-1.1387,4.8643,4.2027,0.1158,0.5654,0.0263,0.3437,4.2369,0.7321,0.0132,0.0126,0.029,0.0779,0.1001,-0.0666,-0.0215,0.1906,0.7133,0.0211,0.002,B2/3II,B,D,1,0,0,3.37,-0.06
